Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES,base_rdkit_smiles
DKMYMXJQJJGTRY-UHFFFAOYNA-N,CHEMBL1434447,1559,A,5.3,chembl20,688885,9606,CYP2C9,un28,O1C(C=2C=C3OCOC3=CC2)C=CC(OC(=O)C)C1COC(=O)C,CC(=O)OCC1OC(c2ccc3c(c2)OCO3)C=CC1OC(C)=O
FTEBNUHKCHOBIO-WYUMXYHSNA-N,CHEMBL1445840,1559,A,5.3,chembl20,737826,9606,CYP2C9,un28,ClC=1C=C(NC(=O)C=2SC=CC2OS(=O)(=O)N(C)C)C=CC1Cl,CN(C)S(=O)(=O)Oc1ccsc1C(=O)Nc1ccc(Cl)c(Cl)c1
IOXNFHYOTLPOLX-UHFFFAOYNA-N,CHEMBL250251,1559,A,7.0,chembl20,529685,9606,CYP2C9,un28,C=1C=CC=2C(C(C(=CC)OC2C1)C(=O)C3=CC(=C(C(=C3)Br)O)Br)=O,CC=C1Oc2ccccc2C(=O)C1C(=O)c1cc(Br)c(O)c(Br)c1
QKKGSTFAKMXWFE-UYBDAZJANA-N,CHEMBL510515,1559,A,5.6,chembl20,538153,9606,CYP2C9,un28,C1=CC(C=2N=C(NC(C3COC4=C(O3)C=CC=C4)=O)SC2)=CC=N1,O=C(Nc1nc(-c2ccncc2)cs1)C1COc2ccccc2O1
ASDMANOYDPMRGA-JCVNVTQHNA-N,CHEMBL3209355,1559,N,4.8,chembl20,737826,9606,CYP2C9,un28,O1C2=C(/C(=N/NC(=O)COC3=CC=CC=C3)/CC1)C=CC=C2C,Cc1cccc2c1OCC/C2=N\NC(=O)COc1ccccc1
WSFARKDYYPRFAQ-PKSOQXRJNA-N,44589825,1559,A,5.64397,pubchem,656029,9606,CYP2C9,un28,S(CC1=CC=2C(C=C1)=CC=CC2)C=3NC=4C(N3)=CC=C(OC)C4,COc1ccc2nc(SCc3ccc4ccccc4c3)[nH]c2c1
PBXNRZFZDJXAKP-SSZFMOIBNA-N,CHEMBL1987784,1559,A,5.3,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(N2CCN(/C(/SC)=N/C#N)CC2)C=C1,CS/C(=N\C#N)N1CCN(c2ccc(Cl)cc2)CC1
FDGMHVXFEWDBLE-GZNJHTOZNA-N,CHEMBL3213929,1559,A,5.95,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(SC=2OC(/C=C/3\S/C(/N(C3=O)CC)=N\CC)=CC2)C=C1,CC/N=C1\S/C(=C\c2ccc(Sc3ccc(Cl)cc3)o2)C(=O)N1CC
XEXUKNQDDPKEIF-HNNXBMFYNA-N,CHEMBL319557,1559,N,4.5,chembl20,737826,9606,CYP2C9,un28,[C@H]12C=3C(=CC=CC3CCN1CC=C)C=4C(C2)=CC=C(O)C4O,C=CCN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3
BBDAGFIXKZCXAH-ZAKLUEHWNA-N,CHEMBL1552021,1559,A,5.0,chembl20,688885,9606,CYP2C9,un28,O1[C@H]2[C@@H](O[C@H]([C@@H]2O)CO)N3C1=NC(=N)C=C3,N=c1ccn2c(n1)O[C@@H]1[C@@H](O)[C@H](CO)O[C@H]12
KYILADUMHVWERU-DDFZVHONNA-N,CHEMBL348263,1559,N,4.7,chembl20,51532,9606,CYP2C9,un28,N(=C\NC=1C=CC(=CC1)OCCCC)\O,CCCCOc1ccc(N/C=N\O)cc1
STVJEGYUPGYYID-MPIMZMORNA-N,CHEMBL1391435,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,O=C(N(C(C(=O)NC1CCCC1)(CC)C)CC=2OC=CC2)C3=NC=CC=C3,CCC(C)(C(=O)NC1CCCC1)N(Cc1ccco1)C(=O)c1ccccn1
FSVJFNAIGNNGKK-KRWDZBQONA-N,CHEMBL1235551,1559,A,5.1,chembl20,688885,9606,CYP2C9,un28,C(C1CCCCC1)(N2CC(N3CCC=4C=CC=CC4[C@@H]3C2)=O)=O,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@@H]2C1
PIRIGGVEFQHHDW-UHFFFAOYNA-N,CHEMBL1548739,1559,A,5.1,chembl20,737826,9606,CYP2C9,un28,S(C(C1=CC=C(C=C1)C)CC(=O)C=2OC=CC2)CCO,Cc1ccc(C(CC(=O)c2ccco2)SCCO)cc1
JQCBIGRJLIUCSI-UHFFFAOYNA-N,CHEMBL1765215,1559,A,6.43,chembl20,742211,9606,CYP2C9,un28,C1CC=2C=C(C3=CN=CC4=C3C=CC=C4)C=C5C2N(C1=O)CCC5,O=C1CCc2cc(-c3cncc4ccccc34)cc3c2N1CCC3
UYNCFCUHRNOSCN-WJCGXTSLNA-N,CHEMBL1337541,1559,A,8.8,chembl20,737826,9606,CYP2C9,un28,O[C@H]([C@@H](NC(=O)CCCCCCCCC)CN1CCOCC1)C2=CC=CC=C2,CCCCCCCCCC(=O)N[C@@H](CN1CCOCC1)[C@@H](O)c1ccccc1
AHFWKDHXCSQBLE-YHMJCDSINA-N,CHEMBL1488236,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,S=C(N1CCN(C=2C(OC)=CC=CC2)CC1)NC,CNC(=S)N1CCN(c2ccccc2OC)CC1
ZJZSQGDOCUHCCW-UHFFFAOYNA-N,CHEMBL225513,1559,A,5.8,chembl20,688885,9606,CYP2C9,un28,C=1(C=CC2=C(C1O)OC(=CC2=O)C3=CC(=CC=C3)O)O,O=c1cc(-c2cccc(O)c2)oc2c(O)c(O)ccc12
GLTRPHMPCVLOJS-PLJOYGPPNA-N,CHEMBL397666,1559,A,7.52,chembl20,438601,9606,CYP2C9,un28,C1(=O)NC=CC(NCC=2C=CC=CN2)=C1C=3NC=4C(=CC(N5C=CN=C5)=CC4C)N3,Cc1cc(-n2ccnc2)cc2nc(-c3c(NCc4ccccn4)cc[nH]c3=O)[nH]c12
NKFRMNLFNPHRTB-UHFFFAOYNA-N,CHEMBL1464341,1559,N,4.75,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(S(=O)(=O)C2(C(=O)N3CCN(CC3)C(=O)C=4OC=CC4)CC2)C=C1,O=C(c1ccco1)N1CCN(C(=O)C2(S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1
NXBNYUSXDBHELA-DHZHZOJONA-N,CHEMBL241862,1559,A,5.4,chembl20,688885,9606,CYP2C9,un28,C1=C(C(=CC=C1)C(=O)/C=C/C2=CC=C(C=C2)OC)O,COc1ccc(/C=C/C(=O)c2ccccc2O)cc1
YGZREONIMCYPEH-UHFFFAOYNA-N,CHEMBL1396108,1559,A,5.0,chembl20,737826,9606,CYP2C9,un28,O(C1=NC=2N(C(=O)C=NC2C=N1)CC3=CC(OC)=CC=C3)C4=CC=CC=C4,COc1cccc(Cn2c(=O)cnc3cnc(Oc4ccccc4)nc32)c1
XZFAEKDEAQZKCN-NSHDSACANA-N,CHEMBL1555537,1559,A,5.2,chembl20,737826,9606,CYP2C9,un28,BrC1=CC=C([C@H](SS)C(NCC)(C)C)C=C1,CCNC(C)(C)[C@@H](SS)c1ccc(Br)cc1
YUQDWGFGXXWAQD-TXSGWPFENA-N,CHEMBL2369279,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,O(C(=O)C(C(NC(=O)NC=1C=CC=CC1)=N)C(=O)C)CC,CCOC(=O)C(C(=N)NC(=O)Nc1ccccc1)C(C)=O
QNFAGAPWMNDJKM-UHFFFAOYNA-N,CHEMBL1307620,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(C2=NC(N3CCSCC3)=C(N=N2)C=4C=CC=CC4)C=C1,Clc1ccc(-c2nnc(-c3ccccc3)c(N3CCSCC3)n2)cc1
XWTYSIMOBUGWOL-NSHDSACANA-N,CHEMBL356716,1559,A,6.2,chembl20,737826,9606,CYP2C9,un28,C=1(C=C(O)C=C(C1)O)[C@H](CNC(C)(C)C)O,CC(C)(C)NC[C@H](O)c1cc(O)cc(O)c1
FOBQPWQGVDGQBL-UHFFFAOYNA-N,CHEMBL1547372,1559,A,5.05,chembl20,737826,9606,CYP2C9,un28,ClC=1C=CC(C=2OC(NC)=C(N2)C#N)=CC1,CNc1oc(-c2ccc(Cl)cc2)nc1C#N
CPOAOJXWAHEXOL-UHFFFAOYNA-N,CHEMBL1355262,1559,A,5.4,chembl20,737826,9606,CYP2C9,un28,O=C(N1CCC2(CN(C3=CC(C4=CC=CC=C4)=CC=C3)CCC2)CC1)C=5N(C=CC5)C,Cn1cccc1C(=O)N1CCC2(CCCN(c3cccc(-c4ccccc4)c3)C2)CC1
DBMJZOMNXBSRED-OQLLNIDSNA-N,5471349,1559,A,7.500310000000002,pubchem,883,9606,CYP2C9,un28,O(C=1C2=C(OC=C2)C=C3OC(=O)C=CC13)C/C=C(/CCC=C(C)C)\C,CC(C)=CCC/C(C)=C/COc1c2ccoc2cc2oc(=O)ccc12
ZFRCDAQEWZROHO-HCKMINDGNA-N,CHEMBL1511209,1559,A,7.35,chembl20,737826,9606,CYP2C9,un28,O(C1=C(OC)C=C(C=C1OC)C(OCC(=O)NC2=NOC(=C2)C)=O)C,COc1cc(C(=O)OCC(=O)Nc2cc(C)on2)cc(OC)c1OC
DPCHHWLRXZZPAI-UHFFFAOYNA-N,CHEMBL1485287,1559,A,5.6,chembl20,737826,9606,CYP2C9,un28,O=C1C(C(=O)C=2C1=CC=CC2)=C3C=C(OC(=C3)C)C,CC1=CC(=C2C(=O)c3ccccc3C2=O)C=C(C)O1
OBGYAYOIKJLSDH-UHFFFAOYNA-N,CHEMBL1303450,1559,A,5.0,chembl20,737826,9606,CYP2C9,un28,O1C(=C(C(C(C1=N)C#N)C2CCCCC2)C(OC)=O)C,COC(=O)C1=C(C)OC(=N)C(C#N)C1C1CCCCC1
VGUISGRXNSMZGK-HPHMPNDVNA-N,CHEMBL1428349,1559,A,5.2,chembl20,737826,9606,CYP2C9,un28,O(C1=NC(=CC(=N1)C(=O)N)C=2C=CC=CC2)C3=CC=C(C=C3)C#N,N#Cc1ccc(Oc2nc(C(N)=O)cc(-c3ccccc3)n2)cc1
LUNWNQNBJRCYJU-UBOSFWSWNA-N,CHEMBL1973729,1559,A,5.65,chembl20,737826,9606,CYP2C9,un28,ClC=1C=C2C(=NC(=NC2=CC1)N/N=C/C3=C(C=CC=C3)C#N)C4=CC=CC=C4,N#Cc1ccccc1/C=N/Nc1nc(-c2ccccc2)c2cc(Cl)ccc2n1
KFIDJSXUJCJHQB-DDLKRPIDNA-N,CHEMBL2425654,1559,A,8.11,chembl20,982266,9606,CYP2C9,un28,C1=CC=CC2=C1N(C=3N=C(N=CC3)N[C@@H]4CC[C@H](CC4)O)N=N2,O[C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1
MLBSZBXTZLSICN-UHFFFAOYNA-N,CHEMBL1548190,1559,N,4.65,chembl20,737826,9606,CYP2C9,un28,O1C(C(=CC(=NC(=O)C=2C=CC(OC)=CC2)C1=O)C(=O)C)=CCN(C)C,COc1ccc(C(=O)N=C2C=C(C(C)=O)C(=CCN(C)C)OC2=O)cc1
VEMVOWMEJUWEDA-QWOVJGMINA-N,CHEMBL1529730,1559,A,5.3,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(C2=NN(C(=O)C=C2)CCC(=O)NCC3=NC=CC=C3)C=C1,O=C(CCn1nc(-c2ccc(Cl)cc2)ccc1=O)NCc1ccccn1
BRGRGPPMJJSGBO-NDKGDYFDNA-N,CHEMBL1451037,1559,A,5.2,chembl20,737826,9606,CYP2C9,un28,S1C(=NN=C(C=2C=CC(=CC2)C)C1)NCC,CCNC1=NN=C(c2ccc(C)cc2)CS1
WOJNQZBIECKFMP-LILDFLRNNA-N,CHEMBL1727071,1559,A,6.15,chembl20,737826,9606,CYP2C9,un28,O(C1=CC=2C(NC(=O)C3=NON=C3C)=C(NC2C=C1OC)C(OCC)=O)C,CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1NC(=O)c1nonc1C
UBQZHBCTAJILJR-MPIMZMORNA-N,CHEMBL1272135,1559,A,5.43,chembl20,675697,9606,CYP2C9,un28,C1=CC(=C(CN2CC=CC(=NC(NC=3C=CC=C(C3)OC)=O)C2=O)C(=C1)F)Cl,COc1cccc(NC(=O)N=C2C=CCN(Cc3c(F)cccc3Cl)C2=O)c1
HQKPIOAUAJWIKX-CUNFQGHENA-N,CHEMBL1332301,1559,N,4.6,chembl20,737826,9606,CYP2C9,un28,S(C=1N=C(O)C=C(N1)C)CC(=O)NC=2C=CC(OC)=CC2,COc1ccc(NC(=O)CSc2nc(C)cc(O)n2)cc1
KIUYHMLRVMTHPY-LILDFLRNNA-N,CHEMBL1363185,1559,N,4.8,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(OC2=NC(=NC(C(F)(F)F)=C2)NC(C)C)C=C1,CC(C)Nc1nc(Oc2ccc(Cl)cc2)cc(C(F)(F)F)n1
XZCAAQKCDDGHKY-ISLYRVAYNA-N,3246400,1559,A,5.5,pubchem,883,9606,CYP2C9,un28,C=1C(O)=CC(/N=N/C=2C(=NN(C2O)C3=CC=CC=C3)C)=CC1,Cc1nn(-c2ccccc2)c(O)c1/N=N/c1cccc(O)c1
FTVWIRXFELQLPI-ZDUSSCGKNA-N,CHEMBL9352,1559,N,4.9,chembl20,688885,9606,CYP2C9,un28,C1=C(C=C(C2=C1O[C@@H](CC2=O)C=3C=CC(=CC3)O)O)O,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21
CFTPVXSVWRNDAG-MPIMZMORNA-N,CHEMBL1508815,1559,N,4.75,chembl20,737826,9606,CYP2C9,un28,ClC=1C=C(OCC=2C=C(C(=O)NCC3=CC=CC=C3)C=CC2)C=CC1,O=C(NCc1ccccc1)c1cccc(COc2cccc(Cl)c2)c1
JEMDFWPKMWYJLD-UHFFFAOYNA-N,CHEMBL1530805,1559,A,5.5,chembl20,737826,9606,CYP2C9,un28,FC1=CC=C(C2N(C(=O)C3=C(N2)C=CC=C3)CC=4OC=CC4)C=C1,O=C1c2ccccc2NC(c2ccc(F)cc2)N1Cc1ccco1
DROZSLPUNDKTKJ-UHFFFAOYNA-N,CHEMBL1318454,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,ClC1=CC(OC2=NC=3N(C(=O)C(=NC3C=N2)C)CCOC)=CC=C1,COCCn1c(=O)c(C)nc2cnc(Oc3cccc(Cl)c3)nc21
IGQQDBCXUBUFTM-LVDDXYSHNA-N,CHEMBL235256,1559,A,6.4,chembl20,633973,9606,CYP2C9,un28,C=1C=CC=C(C(=O)O)C1NC(CCC2=CC=C(C=C2)C3=CC=C(C=C3Cl)O)=O,O=C(CCc1ccc(-c2ccc(O)cc2Cl)cc1)Nc1ccccc1C(=O)O
INKSLJKETIBZQE-LQFNOIFHNA-N,CHEMBL1490544,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,O(C=1N(N=C2C1C=CC(=C2)C(=O)NCCCCC3=CC=CC=C3)CCC)CC,CCCn1nc2cc(C(=O)NCCCCc3ccccc3)ccc2c1OCC
VRXFDHAGFYWGHT-QWOVJGMINA-N,CHEMBL1235,1559,N,4.24,chembl20,567199,9606,CYP2C9,un28,C1=2C(NC3=CC(CNCC)=C(C=C3)O)=CC=NC1=CC(=CC2)Cl,CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O
KTECKTDDQFHPBD-UHFFFAOYNA-N,CHEMBL1334103,1559,N,4.5,chembl20,688885,9606,CYP2C9,un28,S(=O)(=O)(N1CCC2(CC1)CCN(C3=CC(C4=CC=CC=C4)=CC=C3)CC2)C,CS(=O)(=O)N1CCC2(CCN(c3cccc(-c4ccccc4)c3)CC2)CC1
CLGGIBKTTYRBJG-BDGWVKIONA-N,CHEMBL1493592,1559,A,5.85,chembl20,737826,9606,CYP2C9,un28,O1C=2C(OC1)=CC=C(NC(=O)C3=C(NC(=O)C=4OC=CC4)C=CC=C3)C2,O=C(Nc1ccccc1C(=O)Nc1ccc2c(c1)OCO2)c1ccco1
SLRFNDQMMHLTGN-UHFFFAOYNA-N,CHEMBL1578674,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,S1C(C(=NC(=O)C2=CC(=C(C=C2)C)C)CC1)C(OC)=O,COC(=O)C1SCCC1=NC(=O)c1ccc(C)c(C)c1
IJSPGEBQYWMFBM-LIKHJLAGNA-N,CHEMBL1588849,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,ClC1=C(O)C(/C=C(/C(=O)NC2CCCCC2)\C#N)=CC(Cl)=C1,N#C/C(=C\c1cc(Cl)cc(Cl)c1O)C(=O)NC1CCCCC1
CDDCAFVGKIIDPG-UHFFFAOYNA-N,CHEMBL1596801,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,S1C(N2CC=3C(CC2)=CC=CC3)=NC(C4=CC=CC=C4)=C1,c1ccc(-c2csc(N3CCc4ccccc4C3)n2)cc1
BBJXTSRKSJFTLQ-GPQMBLKYNA-N,CHEMBL1552922,1559,N,4.5,chembl20,737826,9606,CYP2C9,un28,O=C1N(C=2N=C(N=CC2N=C1)NC=3C=CC=CC3)C4CC4,O=c1cnc2cnc(Nc3ccccc3)nc2n1C1CC1
WALNFOJCJXZNLL-UHFFFAOYNA-N,CHEMBL1334652,1559,A,5.5,chembl20,737826,9606,CYP2C9,un28,O=C(N1CCC2(CN(CCC2)CC3=CC=NC=C3)CC1)C=4C=CC(OC)=CC4,COc1ccc(C(=O)N2CCC3(CCCN(Cc4ccncc4)C3)CC2)cc1
LMJSZHXSAXETKX-HXTKINSTNA-N,CHEMBL1461461,1559,A,6.0,chembl20,737826,9606,CYP2C9,un28,S(C1=NC=NC=2N(N=CC21)CCC3=CC=CC=C3)CC(=O)NC=4C=CC(F)=CC4,O=C(CSc1ncnc2c1cnn2CCc1ccccc1)Nc1ccc(F)cc1
ZJGFWSPCBPJCQO-UHFFFAOYNA-N,CHEMBL1335811,1559,N,4.95,chembl20,737826,9606,CYP2C9,un28,OC=1N(C(O)=C2C1C3(C=4C(C2C=5C3=CC=CC5)=CC=CC4)C)CC6=CN=CC=C6,CC12c3ccccc3C(c3ccccc31)c1c2c(O)n(Cc2cccnc2)c1O
CGQAVYALBIYOFB-OAHLLOKONA-N,CHEMBL1358731,1559,N,4.5,chembl20,688885,9606,CYP2C9,un28,FC(F)(F)C1=CC(C(F)(F)F)=CC(=C1)CN2C[C@]3(CC2)CNCCC3,FC(F)(F)c1cc(CN2CC[C@@]3(CCCNC3)C2)cc(C(F)(F)F)c1
KALNMHBOQKHFFS-UHFFFAOYNA-N,CHEMBL1373326,1559,A,6.2,chembl20,737826,9606,CYP2C9,un28,O1C(CN(C2=NC(=NC=C2)C3=CC(=CC=C3)C#N)C)=CC=C1,CN(Cc1ccco1)c1ccnc(-c2cccc(C#N)c2)n1
ZRZGBCNLVPZNKG-UHFFFAOYNA-N,CHEMBL1467491,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,S(C1=CC=C(CNC2=CC(=C(C=C2)C)C)C=C1)C,CSc1ccc(CNc2ccc(C)c(C)c2)cc1
BGKFPRIGXAVYNX-VPQZEOPVNA-N,CHEMBL50267,1559,N,4.4,chembl20,688885,9606,CYP2C9,un28,OC(=O)C=1N=C2C=C(Cl)C=C(Cl)C2=C(O)C1,O=C(O)c1cc(O)c2c(Cl)cc(Cl)cc2n1
MJCKXPZVUYQFHZ-YAQRNVERNA-N,CHEMBL1440867,1559,N,4.6,chembl20,737826,9606,CYP2C9,un28,S(C=1N(N=NN1)C(C)C)CC(=O)NCC=2C=C3OCOC3=CC2,CC(C)n1nnnc1SCC(=O)NCc1ccc2c(c1)OCO2
GXWQNGHTCSQRDN-GPQMBLKYNA-N,CHEMBL1557721,1559,A,5.45,chembl20,737826,9606,CYP2C9,un28,S1C2=C(C(=O)NC1=NC(=O)CC3=CC=CC=C3)C=CC=C2,O=C(Cc1ccccc1)N=c1[nH]c(=O)c2ccccc2s1
YOADNZAOIYUEEI-UHFFFAOYNA-N,CHEMBL1387585,1559,N,4.4,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(N2C(=O)N(N3C=NN=C3)CN(C2)CC4=CC=C(OC)C=C4)C=C1,COc1ccc(CN2CN(c3ccc(Cl)cc3)C(=O)N(n3cnnc3)C2)cc1
DNBAFVHBDXCTBT-UHFFFAOYNA-N,CHEMBL1476958,1559,N,4.5,chembl20,737826,9606,CYP2C9,un28,N1(C(C2=CC=CC=C2)C3=CC=CC=C3)CCC4(CC1)CCNCC4,c1ccc(C(c2ccccc2)N2CCC3(CCNCC3)CC2)cc1
LLBLNMUONVVVPG-UHFFFAOYNA-N,CHEMBL445102,1559,N,4.4,chembl20,688885,9606,CYP2C9,un28,C1=CC=C2C(=C1)C(=CN2)CN3CCC(CC3)(C4=CC=C(C=C4)Cl)O,OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1
BIFWAJIKBGURHJ-HPRFPMAVNA-N,CHEMBL226385,1559,N,4.74,chembl20,436453,9606,CYP2C9,un28,C=1C(=CC(NC2=NC=C(C(NCC3CCOCC3)=O)C(C(F)(F)F)=N2)=CC1)Cl,O=C(NCC1CCOCC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F
SNICMGDUOVKOPQ-QWOVJGMINA-N,CHEMBL1179104,1559,A,7.5,chembl20,737826,9606,CYP2C9,un28,N1=CNC=C1CCCOC(C2=CC=C(C=C2)F)C3=CC=C(F)C=C3,Fc1ccc(C(OCCCc2c[nH]cn2)c2ccc(F)cc2)cc1
MOFDWVSKMBRVMB-UHFFFAOYNA-N,CHEMBL1333338,1559,A,5.8,chembl20,737826,9606,CYP2C9,un28,ClC=1C(=C(F)C=CC1)COC=2C=C(C3=NN(S(=O)(=O)C4=CC=C(C=C4)C)C=C3)C=CC2,Cc1ccc(S(=O)(=O)n2ccc(-c3cccc(OCc4c(F)cccc4Cl)c3)n2)cc1
DNESKOPUHHHIFR-YAQRNVERNA-N,CHEMBL1388994,1559,A,5.0,chembl20,737826,9606,CYP2C9,un28,S(C=1N(C(=O)CC(=O)N1)C)CC(=O)NC=2C=CC(=CC2)C,Cc1ccc(NC(=O)CSC2=NC(=O)CC(=O)N2C)cc1
RRPHZGUPWQGHEF-PKSOQXRJNA-N,CHEMBL1410367,1559,A,5.6,chembl20,737826,9606,CYP2C9,un28,O=C(NC=1C=CC=CC1)CC=2C(=CC=CC2)C#CCCCC,CCCCC#Cc1ccccc1CC(=O)Nc1ccccc1
ZXPRMDFCJHQDNF-LQFNOIFHNA-N,CHEMBL1594359,1559,A,6.5,chembl20,737826,9606,CYP2C9,un28,O1C=2C(=NC(=NC2NCCCN3C=NC=C3)C4=CC=CC=C4)C=5C1=CC=CC5,c1ccc(-c2nc(NCCCn3ccnc3)c3oc4ccccc4c3n2)cc1
SVFXPTLYMIXFRX-CZUORRHYNA-N,CHEMBL1394934,1559,N,4.8,chembl20,737826,9606,CYP2C9,un28,ClC=1C=C([C@@H]2C=3C([C@H](NC)C2)=CC=CC3)C=CC1Cl,CN[C@@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
CBIBZRVAHFLFBP-VXLYETTFNA-N,CHEMBL3190590,1559,A,5.05,chembl20,737826,9606,CYP2C9,un28,ClC=1C(CO/N=C(/C=2SC(=CC2)CC#N)\C)=CC=CC1Cl,C/C(=N\OCc1cccc(Cl)c1Cl)c1ccc(CC#N)s1
FKUSLDLBEPSFHS-QWOVJGMINA-N,CHEMBL1370601,1559,A,5.4,chembl20,737826,9606,CYP2C9,un28,S1C=2C(N=C1NC(=O)COC(=O)CSC3=NC(=CC(=N3)C)C)=CC=C(C2)C,Cc1ccc2nc(NC(=O)COC(=O)CSc3nc(C)cc(C)n3)sc2c1
UPPLCDLRNNIKMC-UHFFFAOYNA-N,CHEMBL1520971,1559,A,5.55,chembl20,737826,9606,CYP2C9,un28,ClC1=CC(S(=O)(=O)N2C3=NC=4C(N=C3N(C2)CCCOC(C)C)=CC=CC4)=CC=C1,CC(C)OCCCN1CN(S(=O)(=O)c2cccc(Cl)c2)c2nc3ccccc3nc21
QTTBVMQSTPRJPG-UHFFFAOYNA-N,CHEMBL1524851,1559,N,4.7,chembl20,737826,9606,CYP2C9,un28,S1C(CN2C=3N=C(N=CC3N=C(C2=O)C=4C=CC=CC4)N5CCOCC5)=CC=C1,O=c1c(-c2ccccc2)nc2cnc(N3CCOCC3)nc2n1Cc1cccs1
YMEJDVRSUORBRI-UHFFFAOYNA-N,CHEMBL496035,1559,A,5.19,chembl20,519904,9606,CYP2C9,un28,C=1(C=C(C2=NC(=C(N2C1)C)C)NCC=3C(=CC=CC3C)C)N4N=CN=C4CO,Cc1cccc(C)c1CNc1cc(-n2ncnc2CO)cn2c(C)c(C)nc12
JEQRSEYZISVMFU-WYUMXYHSNA-N,CHEMBL1437436,1559,A,5.5,chembl20,737826,9606,CYP2C9,un28,S(C1=NC2=C(N(C(=S)N(C2=O)C)C)N1)CC3=NC=CC=C3,Cn1c(=O)c2nc(SCc3ccccn3)[nH]c2n(C)c1=S
LEZWWPYKPKIXLL-SFHVURJKNA-N,CHEMBL1232474,1559,A,6.8,chembl20,737826,9606,CYP2C9,un28,C1(=CC=C(Cl)C=C1)CO[C@H](C=2C(Cl)=CC(Cl)=CC2)CN3C=NC=C3,Clc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
GHOMHGAAQUMDJZ-UYBDAZJANA-N,CHEMBL1613349,1559,A,5.05,chembl20,737826,9606,CYP2C9,un28,O=C1C(C(=O)N(C=2C1=CC=CC2)CC=C)C(=O)NCCN(CC)CC,C=CCN1C(=O)C(C(=O)NCCN(CC)CC)C(=O)c2ccccc21
XBLJNSSZMWLWHU-YHMJCDSINA-N,CHEMBL1413296,1559,N,4.65,chembl20,737826,9606,CYP2C9,un28,S1C(NC(=O)CSC=2N(N=NN2)C)=C(C(=C1C)C)C(OCC)=O,CCOC(=O)c1c(NC(=O)CSc2nnnn2C)sc(C)c1C
XBXUBZLJPGESQU-QWOVJGMINA-N,CHEMBL1085746,1559,A,7.0,chembl20,635055,9606,CYP2C9,un28,C1C(OC2=CC=NC=C2)CCN(C1)C(NCC3=CC=C(C=C3Cl)Cl)=O,O=C(NCc1ccc(Cl)cc1Cl)N1CCC(Oc2ccncc2)CC1
CYWNIHMXSVQWBU-UHFFFAOYNA-N,CHEMBL1308218,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,S1C=2N(C(=O)N(C(=O)C2C3=C1CCCCC3)CC=4OC=CC4)CCN(C)C,CN(C)CCn1c(=O)n(Cc2ccco2)c(=O)c2c3c(sc21)CCCCC3
JSCLXANVWBCLNQ-JTVOEUTENA-N,CHEMBL1593019,1559,N,4.4,chembl20,737826,9606,CYP2C9,un28,FC=1C=C(NC(=O)N2C[C@@]3(CN(CCC3)C(OC)=O)CC2)C=CC1,COC(=O)N1CCC[C@@]2(CCN(C(=O)Nc3cccc(F)c3)C2)C1
NAYMIPUFIQUKOS-UHFFFAOYNA-N,CHEMBL1447964,1559,A,5.95,chembl20,737826,9606,CYP2C9,un28,O1C=2C(C(=C1C)C(OCC)=O)=CC(O)=C3C2C=CC=C3,CCOC(=O)c1c(C)oc2c1cc(O)c1ccccc12
ZGEVYDGNEZGXOH-UYBDAZJANA-N,CHEMBL1352082,1559,A,5.6,chembl20,737826,9606,CYP2C9,un28,O1C=2NN=C(C2C(C(C1=N)C#N)C3=CC=NC=C3)CCC,CCCc1n[nH]c2c1C(c1ccncc1)C(C#N)C(=N)O2
